"id","name","supplier","customer"
"res_partner_ro_mealvoucher","Meal Voucher","1","0"
"res_partner_ro_ajofm","AJOFM","1","0"
"res_partner_ro_casan","CASAN","1","0"
"res_partner_ro_fiscal_authority","Agenția Națională de Administrare Fiscală","1","0"
