id,name,state
hr_job_romania_214453,214453 - Asistent De Cercetare In Echipamente Si Instalatii De Bord,open
hr_job_romania_214454,214454 - Cercetator In Masini Si Echipamente Termice,open
hr_job_romania_214455,214455 - Inginer De Cercetare In Masini Si Echipamente Termice,open
hr_job_romania_214456,214456 - Asistent De Cercetare In Masini Si Echipamente Termice,open
hr_job_romania_214457,214457 - Cercetator In Masini Hidraulice Si Pneumatice,open
hr_job_romania_214458,214458 - Inginer De Cercetare In Masini Hidraulice Si Pneumatice,open
hr_job_romania_214459,214459 - Asistent De Cercetare In Masini Hidraulice Si Pneumatice,open
hr_job_romania_214460,214460 - Cercetator In Echipamente De Proces,open
hr_job_romania_214461,214461 - Inginer De Cercetare In Echipamente De Proces,open
hr_job_romania_214462,214462 - Asistent De Cercetare In Echipamente De Proces,open
hr_job_romania_214463,214463 - Cercetator In Mecanica Fina,open
hr_job_romania_214464,214464 - Inginer De Cercetare In Mecanica Fina,open
hr_job_romania_214465,214465 - Asistent De Cercetare In Mecanica Fina,open
hr_job_romania_214466,214466 - Cercetator In Tehnologia Constructiilor De Masini,open
hr_job_romania_214467,214467 - Inginer De Cercetare In Tehnologia Constructiilor De Masini,open
hr_job_romania_214468,214468 - Asistent De Cercetare In Tehnologia Constructiilor De Masini,open
hr_job_romania_214469,214469 - Cercetator In Constructii De Masini Agricole,open
hr_job_romania_214470,214470 - Inginer De Cercetare In Constructii De Masini Agricole,open
hr_job_romania_214471,214471 - Asistent De Cercetare In Constructii De Masini Agricole,open
hr_job_romania_214472,214472 - Cercetator In Autovehicule Rutiere,open
hr_job_romania_214473,214473 - Inginer De Cercetare In Autovehicule Rutiere,open
hr_job_romania_214474,214474 - Asistent De Cercetare In Autovehicule Rutiere,open
hr_job_romania_214475,214475 - Cercetator In Utilaje Si Instalatii Portuare,open
hr_job_romania_214476,214476 - Inginer De Cercetare In Utilaje Si Instalatii Portuare,open
hr_job_romania_214477,214477 - Asistent De Cercetare In Utilaje Si Instalatii Portuare,open
hr_job_romania_214478,214478 - Cercetator In Utilaje Si Tehnologia Ambalarii,open
hr_job_romania_214479,214479 - Inginer De Cercetare In Utilaje Si Tehnologia Ambalarii,open
hr_job_romania_214480,214480 - Asistent De Cercetare In Utilaje Si Tehnologia Ambalarii,open
hr_job_romania_214481,214481 - Cercetator In Creatia Tehnica In Constructia De Masini,open
hr_job_romania_214482,214482 - Inginer De Cercetare In Creatia Tehnica In Constructia De Masini,open
hr_job_romania_214483,214483 - Asistent De Cercetare In Creatia Tehnica In Constructia De Masini,open
hr_job_romania_214484,214484 - Cercetator In Masini Si Instalatii Mecanice,open
hr_job_romania_214485,214485 - Inginer De Cercetare In Masini Si Instalatii Mecanice,open
hr_job_romania_214486,214486 - Asistent De Cercetare In Masini Si Instalatii Mecanice,open
hr_job_romania_214487,214487 - Cercetator In Instalatii Si Utilaje Pentru Transportul Si Depozitarea Produselor Petroliere,open
hr_job_romania_214501,214501 - Inginer Petrochimist,open
hr_job_romania_214502,214502 - Subinginer Petrochimist,open
hr_job_romania_214503,214503 - Proiectant Inginer Chimist,open
hr_job_romania_214504,214504 - Consilier Inginer Chimist,open
hr_job_romania_214505,214505 - Expert Inginer Chimist,open
hr_job_romania_214506,214506 - Inspector De Specialitate Inginer Chimist,open
hr_job_romania_214507,214507 - Referent De Specialitate Inginer Chimist,open
hr_job_romania_214508,214508 - Consilier Inginer Petrochimist,open
hr_job_romania_214509,214509 - Expert Inginer Petrochimist,open
hr_job_romania_214510,214510 - Inspector De Specialitate Inginer Petrochimist,open
hr_job_romania_214511,214511 - Referent De Specialitate Petrochimist,open
hr_job_romania_214512,214512 - Biochimist,open
hr_job_romania_214513,214513 - Inginer Chimist,open
hr_job_romania_214514,214514 - Inginer In Industria Alimentara,open
hr_job_romania_214515,214515 - Subinginer In Industria Alimentara,open
hr_job_romania_214516,214516 - Proiectant Inginer Produse Alimentare,open
hr_job_romania_214517,214517 - Consilier Inginer Industria Alimentara,open
hr_job_romania_214518,214518 - Expert Inginer Industria Alimentara,open
hr_job_romania_214519,214519 - Inspector De Specialitate Inginer Industria Alimentara,open
hr_job_romania_214520,214520 - Referent De Specialitate Inginer Industria Alimentara,open
hr_job_romania_214521,214521 - Cercetator In Tehnologia Substantelor Anorganice,open
hr_job_romania_214522,214522 - Inginer De Cercetare In Tehnologia Substantelor Anorganice,open
hr_job_romania_214523,214523 - Asistent De Cercetare In Tehnologia Substantelor Anorganice,open
hr_job_romania_214524,214524 - Cercetator In Tehnologia Substantelor Organice,open
hr_job_romania_214525,214525 - Inginer De Cercetare In Tehnologia Substantelor Organice,open
hr_job_romania_214526,214526 - Asistent De Cercetare In Tehnologia Substantelor Organice,open
hr_job_romania_214527,214527 - Cercetator In Petrochimie Si Carbochimie,open
hr_job_romania_214528,214528 - Inginer De Cercetare In Petrochimie Si Carbochimie,open
hr_job_romania_214529,214529 - Asistent De Cercetare In Petrochimie Si Carbochimie,open
hr_job_romania_214530,214530 - Cercetator In Tehnologia Compusilor Macromoleculari,open
hr_job_romania_214531,214531 - Inginer De Cercetare In Tehnologia Compusilor Macromoleculari,open
hr_job_romania_214532,214532 - Asistent De Cercetare In Tehnologia Compusilor Macromoleculari,open
hr_job_romania_214533,214533 - Cercetator In Controlul Calitatii Produselor Alimentare,open
hr_job_romania_214534,214534 - Inginer De Cercetare In Controlul Calitatii Produseloralimentare,open
hr_job_romania_214535,214535 - Asistent De Cercetare In Controlul Calitatii Produselor Alimentare,open
hr_job_romania_214601,214601 - Inginer Metalurgie Extractiva,open
hr_job_romania_214602,214602 - Inginer Minier,open
hr_job_romania_214603,214603 - Subinginer Metalurgist,open
hr_job_romania_214604,214604 - Subinginer Minier,open
hr_job_romania_214605,214605 - Inginer Preparator Minier,open
hr_job_romania_214606,214606 - Consilier Inginer Metalurg,open
hr_job_romania_214608,214608 - Inspector De Specialitate Inginer Metalurg,open
hr_job_romania_214609,214609 - Referent De Specialitate Inginer Metalurg,open
hr_job_romania_214610,214610 - Consilier Inginer Minier,open
hr_job_romania_214611,214611 - Expert Inginer Minier,open
hr_job_romania_214612,214612 - Inspector De Specialitate Inginer Minier,open
hr_job_romania_214613,214613 - Referent De Specialitate Inginer Minier,open
hr_job_romania_214614,214614 - Inginer Prelucrari Metalurgice,open
hr_job_romania_214615,214615 - Inginer Metalurgie Neferoasa,open
hr_job_romania_214616,214616 - Inginer Petrolist,open
hr_job_romania_214617,214617 - Subinginer Petrolist,open
hr_job_romania_214618,214618 - Consilier Inginer Petrolist,open
hr_job_romania_214619,214619 - Expert Inginer Petrolist,open
hr_job_romania_214620,214620 - Referent Inginer Petrolist,open
hr_job_romania_214621,214621 - Proiectant Inginer Petrolist,open
hr_job_romania_214622,214622 - Inginer Tehnolog Metalurg,open
hr_job_romania_214623,214623 - Proiectant Inginer Metalurg,open
hr_job_romania_214624,214624 - Proiectant Inginer In Minerit,open
hr_job_romania_214625,214625 - Inginer Mineralurg,open
hr_job_romania_214626,214626 - Cercetator In Exploatari Miniere,open
hr_job_romania_214627,214627 - Inginer De Cercetare In Exploatari Miniere,open
hr_job_romania_214628,214628 - Asistent De Cercetare In Exploatari Miniere,open
hr_job_romania_214629,214629 - Cercetator In Prepararea Substantelor Minerale Utile,open
hr_job_romania_214630,214630 - Inginer De Cercetare In Prepararea Substantelor Minerale Utile,open
hr_job_romania_214631,214631 - Asistent De Cercetare In Prepararea Substantelor Minerale Utile,open
hr_job_romania_214632,214632 - Cercetator In Petrol (Extractie-Prospectiune),open
hr_job_romania_214633,214633 - Inginer De Cercetare In Petrol (Extractie-Prospectiune),open
hr_job_romania_214634,214634 - Asistent De Cercetare In Petrol (Extractieprospectiune),open
hr_job_romania_214635,214635 - Cercetator In Topografie Miniera,open
hr_job_romania_214636,214636 - Inginer De Cercetare In Topografie Miniera,open
hr_job_romania_214637,214637 - Asistent De Cercetare In Topografie Miniera,open
hr_job_romania_214638,214638 - Cercetator In Ingineria Proceselor Siderurgice,open
hr_job_romania_214639,214639 - Inginer De Cercetare In Ingineria Proceselor Siderurgice,open
hr_job_romania_214640,214640 - Asistent De Cercetare In Ingineria Proceselor Siderurgice,open
hr_job_romania_214641,214641 - Cercetator In Metalurgia Neferoasa,open
hr_job_romania_214642,214642 - Inginer De Cercetare In Metalurgia Neferoasa,open
hr_job_romania_214643,214643 - Asistent De Cercetare In Metalurgia Neferoasa,open
hr_job_romania_214645,214645 - Inginer De Cercetare In Turnarea Metalelor,open
hr_job_romania_214646,214646 - Asistent De Cercetare In Turnarea Metalelor,open
hr_job_romania_214647,214647 - Cercetator In Prelucrari Plastice Si Tratamente Termice,open
hr_job_romania_214648,214648 - Inginer De Cercetare In Prelucrari Plastice Si Tratamente Termice,open
hr_job_romania_214649,214649 - Asistent De Cercetare In Prelucrari Plastice Si Tratamente Termice,open
hr_job_romania_214650,214650 - Cercetator In Stiinta Materialelor,open
hr_job_romania_214651,214651 - Inginer De Cercetare In Stiinta Materialelor,open
hr_job_romania_214652,214652 - Asistent De Cercetare In Stiinta Materialelor,open
hr_job_romania_214653,214653 - Cercetator In Tehnologii Carbochimice,open
hr_job_romania_214654,214654 - Inginer De Cercetare In Tehnologii Carbochimice,open
hr_job_romania_214655,214655 - Asistent De Cercetare In Tehnologii Carbochimice,open
hr_job_romania_214656,214656 - Inginer De Cercetare In Instalatii Si Utilaje Pentru Transportul Si Depozitarea Produselor Petroliere,open
hr_job_romania_214657,214657 - Asistent De Cercetare In Instalatii Si Utilaje Pentru Transportul Si Depozitarea Produselor Petroliere,open
hr_job_romania_214707,214707 - Expert Inginer Metalurg,open
hr_job_romania_214901,214901 - Inginer Prelucrarea Sticlei Si Ceramicii,open
hr_job_romania_214902,214902 - Subinginer Prelucrarea Sticlei Si Ceramicii,open
hr_job_romania_214903,214903 - Inginer Materiale De Constructii,open
hr_job_romania_214904,214904 - Subinginer Materiale De Constructii,open
hr_job_romania_214905,214905 - Consilier Inginer Prelucrarea Sticlei Si Ceramicii,open
hr_job_romania_214906,214906 - Expert Inginer Prelucrarea Sticlei Si Ceramicii,open
hr_job_romania_214907,214907 - Inspector De Specialitate Inginer Prelucrarea Sticlei Si Ceramicii,open
hr_job_romania_214908,214908 - Referent De Specialitate Inginer Prelucrarea Sticlei Si Ceramicii,open
hr_job_romania_214909,"214909 - Proiectant Inginer Ceramica, Sticla",open
hr_job_romania_214910,"214910 - Chimist In Materiale Oxidice (Sticla, Ceramica)",open
hr_job_romania_214911,214911 - Subinginer Tehnologia Celulozei Si Hartiei,open
hr_job_romania_214912,214912 - Proiectant Inginer Celuloza Si Hartie,open
hr_job_romania_214913,214913 - Consilier Inginer Tehnologia Celulozei Si Hartiei,open
hr_job_romania_214914,214914 - Expert Inginer Tehnologia Celulozei Si Hartiei,open
hr_job_romania_214915,214915 - Inspector De Specialitate Inginer Tehnologia Celulozei Si Hartiei,open
hr_job_romania_214916,214916 - Referent De Specialitate Inginer Tehnologia Celulozei Si Hartiei,open
hr_job_romania_214917,214917 - Cercetator In Informatica,open
hr_job_romania_214918,214918 - Asistent De Cercetare In Informatica,open
hr_job_romania_214919,214919 - Cercetator In Filatura-Tesatorie,open
hr_job_romania_214920,214920 - Inginer De Cercetare In Filatura-Tesatorie,open
hr_job_romania_214921,214921 - Asistent De Cercetare In Filatura-Tesatorie,open
hr_job_romania_214922,214922 - Cercetator In Tricotaje-Confectii Textile,open
hr_job_romania_214923,214923 - Inginer De Cercetare In Tricotaje-Confectii Textile,open
hr_job_romania_214924,214924 - Asistent De Cercetare In Tricotaje-Confectii Textile,open
hr_job_romania_214925,"214925 - Cercetator In Tehnologia Chimica A Produselor Textile, Pieii, Blanurilor Si Inlocuitorilor",open
hr_job_romania_214926,"214926 - Inginer De Cercetare In Tehnologia Chimica A Produselor Textile, Pieii, Blanurilor Si Inlocuitorilor",open
hr_job_romania_214927,"214927 - Asistent De Cercetare In Tehnologia Chimica A Produselor Textile, Pieii, Blanurilor Si Inlocuitorilor",open
hr_job_romania_214928,214928 - Cercetator In Confectii Din Piele Si Inlocuitori,open
hr_job_romania_214929,214929 - Inginer De Cercetare In Confectii Din Piele Si Inlocuitori,open
hr_job_romania_214930,214930 - Asistent De Cercetare In Confectii Din Piele Si Inlocuitori,open
hr_job_romania_214931,214931 - Cercetator In Exploatari Forestiere,open
hr_job_romania_214932,214932 - Inginer De Cercetare In Exploatari Forestiere,open
hr_job_romania_214933,214933 - Asistent De Cercetare In Exploatari Forestiere,open
hr_job_romania_214934,214934 - Inginer De Cercetare In Proiectarea Mobilei Si Produselor Finite Din Lemn,open
hr_job_romania_214935,214935 - Cercetator In Prelucrarea Lemnului,open
hr_job_romania_214936,214936 - Inginer De Cercetare In Prelucrarea Lemnului,open
hr_job_romania_214937,214937 - Asistent De Cercetare In Prelucrarea Lemnului,open
hr_job_romania_214938,214938 - Cercetator In Tehnologie Si Echipamente Neconventionale,open
hr_job_romania_214939,214939 - Inginer De Cercetare In Tehnologie Si Echipamente Neconventionale,open
hr_job_romania_214940,214940 - Asistent De Cercetare In Tehnologie Si Echipamente Neconventionale,open
hr_job_romania_214941,"214941 - Cercetator In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor",open
hr_job_romania_214942,"214942 - Inginer De Cercetare In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor",open
hr_job_romania_214943,"214943 - Asistent De Cercetare In Tehnologia Celulozei, Hartiei, Poligrafiei Si Fibrelor",open
hr_job_romania_214944,214944 - Cercetator In Turnarea Metalelor,open
hr_job_romania_214945,214945 - Administrator Societate Comerciala,open
hr_job_romania_214946,214946 - Expert Achizitii Publice,open
hr_job_romania_214947,214947 - Expert Elaborare Documentatii Tehnice De Montaj,open
hr_job_romania_214948,214948 - Expert Monitorizare Si Control Lucrari De Montaj,open
hr_job_romania_214949,214949 - Expert Prevenire-Reducere Riscuri Tehnologice,open
hr_job_romania_214950,214950 - Expert Urmarire Comportare In Exploatare Lucrari Montaj,open
hr_job_romania_215101,215101 - Dispecer Energetic Feroviar,open
hr_job_romania_215102,"215102 - Dispecer Centrala, Hidrocentru, Cascada, Dispecerate Teritoriale",open
hr_job_romania_215103,215103 - Dispecer Retea Distributie,open
hr_job_romania_215104,215104 - Dispecer Retele De Inalta Tensiune,open
hr_job_romania_215105,215105 - Inginer Electroenergetica,open
hr_job_romania_215106,215106 - Radiochimist,open
hr_job_romania_215107,215107 - Subinginer Electroenergetica,open
hr_job_romania_215108,215108 - Inginer Energetica Industriala,open
hr_job_romania_215109,215109 - Inginer Termoenergetica,open
hr_job_romania_215110,215110 - Proiectant Inginer Electrotehnic,open
hr_job_romania_215111,215111 - Proiectant Inginer Energetician,open
hr_job_romania_215112,215112 - Inginer Retele Electrice,open
hr_job_romania_215113,215113 - Subinginer Retele Electrice,open
hr_job_romania_215114,215114 - Inginer Hidroenergetica,open
hr_job_romania_215115,215115 - Inginer Centrale Nuclearoelectrice,open
hr_job_romania_215116,215116 - Subinginer Centrale Termoelectrice,open
hr_job_romania_215117,215117 - Inginer Exploatare Instalatii Nucleare,open
hr_job_romania_215118,215118 - Proiectant Subinginer Electrotehnic,open
hr_job_romania_215119,215119 - Proiectant Sisteme De Securitate,open
hr_job_romania_215120,215120 - Sef Tura Dispecer Energetic,open
hr_job_romania_215121,215121 - Cercetator In Electrotehnica,open
hr_job_romania_215122,215122 - Inginer De Cercetare In Electrotehnica,open
hr_job_romania_215123,215123 - Asistent De Cercetare In Electrotehnica,open
hr_job_romania_215124,215124 - Cercetator In Electrofizica,open
hr_job_romania_215125,215125 - Inginer De Cercetare In Electrofizica,open
hr_job_romania_215126,215126 - Asistent De Cercetare In Electrofizica,open
hr_job_romania_215127,215127 - Cercetator In Metrologie,open
hr_job_romania_215128,215128 - Inginer De Cercetare In Metrologie,open
hr_job_romania_215129,215129 - Asistent De Cercetare In Metrologie,open
hr_job_romania_215130,215130 - Cercetator In Electromecanica,open
hr_job_romania_215131,215131 - Inginer De Cercetare In Electromecanica,open
hr_job_romania_215132,215132 - Asistent De Cercetare In Electromecanica,open
hr_job_romania_215133,215133 - Cercetator Roboti Industriali,open
hr_job_romania_215134,215134 - Inginer De Cercetare Roboti Industriali,open
hr_job_romania_215135,215135 - Asistent De Cercetare Roboti Industriali,open
hr_job_romania_215136,215136 - Cercetator In Centrale Termoelectrice,open
hr_job_romania_215137,215137 - Inginer De Cercetare In Centrale Termoelectrice,open
hr_job_romania_215138,215138 - Asistent De Cercetare In Centrale Termoelectrice,open
hr_job_romania_215139,215139 - Cercetator In Centrale Nuclearoelectrice,open
hr_job_romania_215140,215140 - Inginer De Cercetare In Centrale Nuclearoelectrice,open
hr_job_romania_215141,215141 - Asistent De Cercetare In Centrale Nuclearoelectrice,open
hr_job_romania_215142,215142 - Cercetator In Electroenergetica,open
hr_job_romania_215143,215143 - Inginer De Cercetare In Electroenergetica,open
hr_job_romania_215144,215144 - Asistent De Cercetare In Electroenergetica,open
hr_job_romania_215145,215145 - Cercetator In Energetica Industriala,open
hr_job_romania_215146,215146 - Inginer De Cercetare In Energetica Industriala,open
hr_job_romania_215147,215147 - Asistent De Cercetare In Energetica Industriala,open
hr_job_romania_215201,215201 - Inginer Electromecanic Scb,open
hr_job_romania_215202,215202 - Inginer Automatist,open
hr_job_romania_215203,215203 - Inginer Navigatie,open
hr_job_romania_215204,"215204 - Inginer Electronist Transporturi, Telecomunicatii",open
hr_job_romania_215205,215205 - Inginer Productie,open
hr_job_romania_215206,215206 - Instructor Instalatii,open
hr_job_romania_215207,215207 - Instructor Linii,open
hr_job_romania_215208,215208 - Revizor Siguranta Circulatiei Feroviare,open
hr_job_romania_215209,215209 - Subinginer Automatist,open
hr_job_romania_215210,"215210 - Subinginer Electronist Transporturi, Telecomunicatii",open
hr_job_romania_215211,215211 - Subinginer Reglaje Subansamble,open
hr_job_romania_215212,215212 - Inginer De Receptie Si Control Aeronave,open
hr_job_romania_215213,215213 - Proiectant Inginer Electronist,open
hr_job_romania_215214,215214 - Proiectant Inginer De Sisteme Si Calculatoare,open
hr_job_romania_215215,215215 - Proiectant Inginer Electromecanic,open
hr_job_romania_215216,215216 - Inginer Electromecanic,open
hr_job_romania_215217,215217 - Subinginer Electromecanic,open
hr_job_romania_215218,215218 - Capitan Secund,open
hr_job_romania_215219,215219 - Capitan Port (Studii Superioare),open
hr_job_romania_215220,215220 - Specialist Mentenanta Electromecanica-Automatica Echipamente Industriale,open
hr_job_romania_215221,215221 - Inspector Aeronautic,open
hr_job_romania_215222,215222 - Inginer Sisteme De Securitate,open
hr_job_romania_215223,215223 - Cercetator In Electronica Aplicata,open
hr_job_romania_215224,215224 - Inginer De Cercetare In Electronica Aplicata,open
hr_job_romania_215225,215225 - Asistent De Cercetare In Electronica Aplicata,open
hr_job_romania_215226,215226 - Cercetator In Comunicatii,open
hr_job_romania_215227,215227 - Inginer De Cercetare In Comunicatii,open
hr_job_romania_215228,215228 - Asistent De Cercetare In Comunicatii,open
hr_job_romania_215229,215229 - Cercetator In Microelectronica,open
hr_job_romania_215230,215230 - Inginer De Cercetare In Microelectronica,open
hr_job_romania_215231,215231 - Asistent De Cercetare In Microelectronica,open
hr_job_romania_215232,215232 - Cercetator In Telecomenzi Si Electronica In Transporturi,open
hr_job_romania_215233,215233 - Inginer De Cercetare In Telecomenzi Si Electronica In Transporturi,open
hr_job_romania_215234,215234 - Asistent De Cercetare In Telecomenzi Si Electronica In Transporturi,open
hr_job_romania_215235,215235 - Cercetator In Calculatoare,open
hr_job_romania_215236,215236 - Inginer De Cercetare In Calculatoare,open
hr_job_romania_215237,215237 - Asistent De Cercetare In Calculatoare,open
hr_job_romania_215238,215238 - Cercetator In Automatica,open
hr_job_romania_215239,215239 - Inginer De Cercetare In Automatica,open
hr_job_romania_215240,215240 - Asistent De Cercetare In Automatica,open
hr_job_romania_215301,215301 - Inginer Emisie,open
hr_job_romania_215302,215302 - Inginer Montaj,open
hr_job_romania_215303,215303 - Inginer Electrotehnist,open
hr_job_romania_215304,215304 - Inginer Imagine,open
hr_job_romania_215305,215305 - Inginer Sunet,open
hr_job_romania_215306,215306 - Inginer-Sef Car Reportaj,open
hr_job_romania_215307,215307 - Subinginer-Sef Car Reportaj,open
hr_job_romania_215308,215308 - Inginer-Sef Schimb Emisie,open
hr_job_romania_215309,215309 - Subinginer Iluminat Tehnologic,open
hr_job_romania_215310,215310 - Inginer Proiectant Comunicatii,open
hr_job_romania_215311,215311 - Subinginer Proiectant Comunicatii,open
hr_job_romania_215312,215312 - Inginer/Inspector De Specialitate/Referent De Specialitate/Expert In Serviciile De Trafic Aerian,open
hr_job_romania_215313,215313 - Consilier Tehnic,open
hr_job_romania_215314,215314 - Inginer Iluminare,open
hr_job_romania_215315,215315 - Sef Studio Rtv,open
hr_job_romania_216101,216101 - Arhitect Cladiri,open
hr_job_romania_216102,216102 - Conductor Arhitect,open
hr_job_romania_216103,216103 - Arhitect Restaurari,open
hr_job_romania_216104,216104 - Consilier Arhitect,open
hr_job_romania_216105,216105 - Expert Arhitect,open
hr_job_romania_216106,216106 - Inspector De Specialitate Arhitect,open
hr_job_romania_216107,216107 - Referent De Specialitate Arhitect,open
hr_job_romania_216108,216108 - Proiectant Arhitect,open
hr_job_romania_216109,216109 - Cercetator In Arhitectura,open
hr_job_romania_216110,216110 - Asistent De Cercetare In Arhitectura,open
hr_job_romania_216201,216201 - Arhitect Peisagistica Si Amenajarea Teritoriului,open
hr_job_romania_216301,216301 - Designer Industrial,open
hr_job_romania_216302,216302 - Grafician Industrial,open
hr_job_romania_216303,216303 - Lucrator In Ateliere De Modele,open
hr_job_romania_216304,216304 - Costumier,open
hr_job_romania_216305,216305 - Pictor Creator Costume,open
hr_job_romania_216306,216306 - Modelier Confectii,open
hr_job_romania_216307,216307 - Designer Vestimentar,open
hr_job_romania_216308,216308 - Cercetator In Arte Plastice - Design Industrial,open
hr_job_romania_216309,216309 - Asistent De Cercetare In Arte Plastice - Design Industrial,open
hr_job_romania_216310,"216310 - Cercetator In Arte Plastice - Textile (Tapiserie, Contexturi, Moda, Imprimeuri)",open
hr_job_romania_216311,"216311 - Asistent De Cercetare In Arte Plastice-Textile (Tapiserie, Contexturi, Moda,Imprimeuri)",open
hr_job_romania_216312,"216312 - Cercetator In Arte Plastice - Sticla, Ceramica, Metal",open
hr_job_romania_216313,"216313 - Asistent De Cercetare In Arte Plastice - Sticla, Ceramica, Metal",open
hr_job_romania_216401,216401 - Urbanist,open
hr_job_romania_216402,216402 - Arhitect Urbanism,open
hr_job_romania_216501,216501 - Cartograf,open
hr_job_romania_216502,216502 - Inginer Geodez,open
hr_job_romania_216503,216503 - Subinginer Geodez,open
hr_job_romania_216504,216504 - Inginer Topograf,open
hr_job_romania_216505,216505 - Inginer Topograf Minier,open
hr_job_romania_216506,216506 - Proiectant Inginer Geodez,open
hr_job_romania_216601,216601 - Designer Grafica (Studii Medii),open
hr_job_romania_216602,216602 - Animator Film De Animatie (Studii Medii),open
hr_job_romania_216603,216603 - Intermediarist Film Desene Animate (Studii Medii),open
hr_job_romania_216604,216604 - Stilizator Film Desene Animate (Studii Medii),open
hr_job_romania_216605,216605 - Asistent Regizor Studio,open
hr_job_romania_216606,216606 - Asistent Regizor Emisie,open
hr_job_romania_216607,216607 - Designer Floral,open
hr_job_romania_216608,216608 - Videojurnalist,open
hr_job_romania_216609,216609 - Art Director,open
hr_job_romania_216610,216610 - Designer Pagini Web (Studii Superioare),open
hr_job_romania_216611,216611 - Designer Grafica (Studii Superioare),open
hr_job_romania_216612,216612 - Grafician Calculator (Studii Medii),open
hr_job_romania_216613,216613 - Designer Pagini Web (Studii Medii),open
hr_job_romania_221101,221101 - Medic Medicina Generala,open
hr_job_romania_221102,221102 - Medic Rezident,open
hr_job_romania_221103,221103 - Consilier Medic,open
hr_job_romania_221104,221104 - Expert Medic,open
hr_job_romania_221105,221105 - Inspector De Specialitate Medic,open
hr_job_romania_221106,221106 - Referent De Specialitate Medic,open
hr_job_romania_221107,221107 - Medic Primar,open
hr_job_romania_221108,221108 - Medic Medicina In Familie,open
hr_job_romania_221109,221109 - Cercetator In Medicina Generala,open
hr_job_romania_221110,221110 - Asistent De Cercetare In Medicina Generala,open
hr_job_romania_221201,221201 - Medic Specialist,open
hr_job_romania_222101,222101 - Asistent Medical Generalist,open
hr_job_romania_222201,222201 - Moasa,open
hr_job_romania_223001,223001 - Cercetator In Medicina Traditionala,open
hr_job_romania_223002,223002 - Asistent De Cercetare In Medicina Traditionala,open
hr_job_romania_223003,223003 - Instructor Ergoterapie,open
hr_job_romania_223004,223004 - Tehnician Homeopat,open
hr_job_romania_223005,223005 - Instructor De Educatie Sanitara,open
hr_job_romania_223006,223006 - Bioenergetician,open
hr_job_romania_223007,223007 - Infoenergetician Radiestezist,open
hr_job_romania_223008,223008 - Terapeut In Terapii Complementare,open
hr_job_romania_224001,224001 - Paramedic,open
hr_job_romania_225001,225001 - Epizotolog,open
hr_job_romania_225002,225002 - Medic Veterinar,open
hr_job_romania_225003,225003 - Medic Veterinar - Oncologie Comparata,open
hr_job_romania_225004,225004 - Cercetator In Medicina Veterinara,open
hr_job_romania_225005,225005 - Asistent De Cercetare In Medicina Veterinara,open
hr_job_romania_226101,226101 - Medic Stomatolog,open
hr_job_romania_226102,226102 - Medic Stomatolog Rezident,open
hr_job_romania_226103,226103 - Medic Stomatolog De Specialitate,open
hr_job_romania_226104,226104 - Cercetator In Medicina Stomatologica,open
hr_job_romania_226105,226105 - Asistent De Cercetare In Medicina Stomatologica,open
hr_job_romania_226201,226201 - Farmacist,open
hr_job_romania_226202,226202 - Farmacist Rezident,open
hr_job_romania_226203,226203 - Farmacist De Specialitate,open
hr_job_romania_226301,226301 - Inginer Clinic,open
hr_job_romania_226302,226302 - Specialist In Domeniul Securitatii Si Sanatatii In Munca,open
hr_job_romania_226303,226303 - Coordonator In Materie De Securitate Si Sanatate In Munca (Studii Superioare),open
hr_job_romania_226304,"226304 - Cercetator Stiintific In Bacteriologie, Microbiochimie, Farmacologie",open
hr_job_romania_226305,"226305 - Asistent De Cercetare In Bacteriologie, Microbiologie, Biochimie, Farmacologie",open
hr_job_romania_226306,226306 - Igienist,open
hr_job_romania_226307,226307 - Evaluator De Risc Si Auditor In Domeniul Securitatii Sisanatatii In Munca,open
hr_job_romania_226401,226401 - Fiziokinetoterapeut,open
hr_job_romania_226402,226402 - Fizioterapeut,open
hr_job_romania_226403,226403 - Cercetator In Fiziokinetoterapie,open
hr_job_romania_226404,226404 - Asistent De Cercetare In Fiziokinetoterapie,open
hr_job_romania_226405,226405 - Kinetoterapeut,open
hr_job_romania_226406,226406 - Profesor De Cultura Fizica Medicala,open
hr_job_romania_226501,226501 - Asistent De Nutritie,open
hr_job_romania_226502,226502 - Dietetician,open
hr_job_romania_226503,226503 - Nutritionist Si Dietetician,open
hr_job_romania_226601,226601 - Instructor Logoped,open
hr_job_romania_226602,226602 - Interpret In Limbaj Mimico-Gestual (Studii Medii),open
hr_job_romania_226603,226603 - Logoped,open
hr_job_romania_226604,226604 - Audiolog,open
hr_job_romania_226701,226701 - Optometrist (Studii Superioare),open
hr_job_romania_226901,226901 - Medic Igienist,open
hr_job_romania_226902,226902 - Medic Expertiza A Capacitatii De Munca,open
hr_job_romania_226903,226903 - Medic Legist,open
hr_job_romania_226904,226904 - Bioinginer Medical,open
hr_job_romania_226905,226905 - Asistent Medical (Studii Superioare),open
hr_job_romania_226906,226906 - Fizician Medical,open
hr_job_romania_226907,226907 - Medic Specialist Psihiatru,open
hr_job_romania_226908,226908 - Medic De Familie Cu Competente In Sanatatea Mintala,open
hr_job_romania_226909,226909 - Cercetator In Educatie Fizica Si Sport,open
